Date,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,02-01-2020,02-02-2020,02-03-2020,02-04-2020,02-05-2020,02-06-2020,02-07-2020,02-08-2020,02-09-2020,02-10-2020,02-11-2020,02-12-2020,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,3/13/20,3/14/20
Total Confirmed ,555,653,941,1434,2118,2927,5578,6166,8234,9927,55870,60650,63773,67815,71588,74801,78405,81165,84226,86868,88939,89388,60368,66885,69030,71224,73258,75136,75639,76197,76823,78579,78965,79568,80413,81395,82754,84120,86011,132202,134170,136733,139044,141836,145769,149836,153841,157638,162699,170003,172511,145193,156102
